time	V(gate)	V(n002)
5.017607142856338e-006	8.201040e+000	2.392857e+000
5.018085714285071e-006	8.052815e+000	1.914286e+000
5.018564285713804e-006	7.900741e+000	1.435714e+000
5.019042857142536e-006	7.744819e+000	9.571428e-001
5.019521428571268e-006	7.585048e+000	4.785714e-001
5.020000000000000e-006	7.421429e+000	0.000000e+000
5.021878571428572e-006	7.087390e+000	0.000000e+000
5.023757142857143e-006	6.766891e+000	0.000000e+000
5.025635714285715e-006	6.459933e+000	0.000000e+000
5.027514285714287e-006	6.166515e+000	0.000000e+000
5.029392857142858e-006	5.886638e+000	0.000000e+000
5.031271428571429e-006	5.620301e+000	0.000000e+000
5.033150000000001e-006	5.367504e+000	0.000000e+000
5.034250000000001e-006	5.224193e+000	0.000000e+000
5.035350000000002e-006	5.084454e+000	0.000000e+000
5.036450000000002e-006	4.948287e+000	0.000000e+000
5.037550000000001e-006	4.815692e+000	0.000000e+000
5.038650000000001e-006	4.686670e+000	0.000000e+000
5.039750000000002e-006	4.561220e+000	0.000000e+000
5.040850000000002e-006	4.439342e+000	0.000000e+000
5.041464285714288e-006	4.372596e+000	0.000000e+000
5.042078571428573e-006	4.306794e+000	0.000000e+000
5.042692857142859e-006	4.241934e+000	0.000000e+000
5.043307142857145e-006	4.178018e+000	0.000000e+000
5.043921428571431e-006	4.115045e+000	0.000000e+000
5.044535714285716e-006	4.053014e+000	0.000000e+000
5.045150000000002e-006	3.991927e+000	0.000000e+000
5.045535714285716e-006	3.954007e+000	0.000000e+000
5.045921428571431e-006	3.916405e+000	0.000000e+000
5.046307142857145e-006	3.879118e+000	0.000000e+000
5.046692857142859e-006	3.842148e+000	0.000000e+000
5.047078571428573e-006	3.805495e+000	0.000000e+000
5.047464285714288e-006	3.769158e+000	0.000000e+000
5.047850000000002e-006	3.733137e+000	0.000000e+000
5.048107142857145e-006	3.709281e+000	0.000000e+000
5.048364285714288e-006	3.685524e+000	0.000000e+000
5.048621428571431e-006	3.661866e+000	0.000000e+000
5.048878571428574e-006	3.638308e+000	0.000000e+000
5.049135714285716e-006	3.614850e+000	0.000000e+000
5.049392857142860e-006	3.591491e+000	0.000000e+000
5.049650000000003e-006	3.568232e+000	0.000000e+000
5.049850000000002e-006	3.550195e+000	0.000000e+000
5.050050000000003e-006	3.532164e+000	0.000000e+000
5.050250000000002e-006	3.514141e+000	0.000000e+000
5.050450000000003e-006	3.496124e+000	0.000000e+000
5.050650000000002e-006	3.478115e+000	0.000000e+000
5.050850000000003e-006	3.460113e+000	0.000000e+000
5.051050000000002e-006	3.442118e+000	0.000000e+000
5.051350000000002e-006	3.415007e+000	0.000000e+000
5.051650000000003e-006	3.387747e+000	0.000000e+000
5.051950000000003e-006	3.360259e+000	0.000000e+000
5.052150000000002e-006	3.341759e+000	0.000000e+000
5.052350000000003e-006	3.323076e+000	0.000000e+000
5.052550000000003e-006	3.304166e+000	0.000000e+000
5.052750000000003e-006	3.284972e+000	0.000000e+000
5.052950000000002e-006	3.265475e+000	0.000000e+000
5.053250000000003e-006	3.235827e+000	0.000000e+000
5.053464285714288e-006	3.214393e+000	0.000000e+000
5.053678571428574e-006	3.193026e+000	0.000000e+000
5.053892857142860e-006	3.171728e+000	0.000000e+000
5.054107142857146e-006	3.150499e+000	0.000000e+000
5.054321428571432e-006	3.129338e+000	0.000000e+000
5.054535714285717e-006	3.108245e+000	0.000000e+000
5.054750000000003e-006	3.087220e+000	0.000000e+000
5.055907142857146e-006	2.977476e+000	0.000000e+000
5.057064285714289e-006	2.872427e+000	0.000000e+000
5.058221428571432e-006	2.772073e+000	0.000000e+000
5.059378571428575e-006	2.676415e+000	0.000000e+000
5.060535714285718e-006	2.585453e+000	0.000000e+000
5.061692857142861e-006	2.499186e+000	0.000000e+000
5.062850000000004e-006	2.417615e+000	0.000000e+000
5.064221428571432e-006	2.326070e+000	0.000000e+000
5.065592857142861e-006	2.238867e+000	0.000000e+000
5.066964285714289e-006	2.156006e+000	0.000000e+000
5.068335714285719e-006	2.077486e+000	0.000000e+000
5.069707142857147e-006	2.003308e+000	0.000000e+000
5.071078571428576e-006	1.933471e+000	0.000000e+000
5.072450000000004e-006	1.867976e+000	0.000000e+000
5.074692857142861e-006	1.766981e+000	0.000000e+000
5.076935714285719e-006	1.672796e+000	0.000000e+000
5.079178571428576e-006	1.585423e+000	0.000000e+000
5.081421428571433e-006	1.504861e+000	0.000000e+000
5.083664285714290e-006	1.431109e+000	0.000000e+000
5.085907142857148e-006	1.364168e+000	0.000000e+000
5.088150000000005e-006	1.304039e+000	0.000000e+000
5.089564285714291e-006	1.268618e+000	0.000000e+000
5.090978571428577e-006	1.234926e+000	0.000000e+000
5.092392857142863e-006	1.202963e+000	0.000000e+000
5.093807142857148e-006	1.172728e+000	0.000000e+000
5.095221428571434e-006	1.144221e+000	0.000000e+000
5.096635714285721e-006	1.117444e+000	0.000000e+000
5.098050000000006e-006	1.092395e+000	0.000000e+000
5.098792857142863e-006	1.079718e+000	0.000000e+000
5.099535714285721e-006	1.067396e+000	0.000000e+000
5.100278571428578e-006	1.055428e+000	0.000000e+000
5.101021428571435e-006	1.043816e+000	0.000000e+000
5.101764285714292e-006	1.032557e+000	0.000000e+000
5.102507142857150e-006	1.021654e+000	0.000000e+000
5.103250000000007e-006	1.011105e+000	0.000000e+000
5.103450000000006e-006	1.008312e+000	0.000000e+000
5.103550000000006e-006	1.006925e+000	0.000000e+000
5.103750000000007e-006	1.004167e+000	0.000000e+000
5.104535714285721e-006	9.935759e-001	0.000000e+000
5.105321428571436e-006	9.832938e-001	0.000000e+000
