time	V(gate)	V(n002)
1.501898665219713e-005	9.087699e+000	1.013348e+000
1.501936621055508e-005	9.037749e+000	6.337894e-001
1.501970353709926e-005	8.991916e+000	2.964629e-001
1.502000000000000e-005	8.951095e+000	0.000000e+000
1.502002964629007e-005	8.948725e+000	0.000000e+000
1.502008893887022e-005	8.944385e+000	0.000000e+000
1.502017073532734e-005	8.938550e+000	0.000000e+000
1.502024958360678e-005	8.932722e+000	0.000000e+000
1.502033554360328e-005	8.926169e+000	0.000000e+000
1.502050746359628e-005	8.912863e+000	0.000000e+000
1.502074393231498e-005	8.894410e+000	0.000000e+000
1.502121686975238e-005	8.857443e+000	0.000000e+000
1.502174633504343e-005	8.816166e+000	0.000000e+000
1.502492312678973e-005	8.571830e+000	0.000000e+000
1.502913324438796e-005	8.255940e+000	0.000000e+000
1.503607483368075e-005	7.754577e+000	0.000000e+000
1.504853533498078e-005	6.903223e+000	0.000000e+000
1.506155125908161e-005	6.068047e+000	0.000000e+000
1.506917921177805e-005	5.609025e+000	0.000000e+000
1.508005470080509e-005	4.997738e+000	0.000000e+000
1.508422321084601e-005	4.776205e+000	0.000000e+000
1.508837321956166e-005	4.562008e+000	0.000000e+000
1.509236189885739e-005	4.361750e+000	0.000000e+000
1.509566658864909e-005	4.200013e+000	0.000000e+000
1.509841542783278e-005	4.068469e+000	0.000000e+000
1.510063709534095e-005	3.964166e+000	0.000000e+000
1.510251746004770e-005	3.877353e+000	0.000000e+000
1.510418132124926e-005	3.801728e+000	0.000000e+000
1.510576439960725e-005	3.730946e+000	0.000000e+000
1.510744635021220e-005	3.657131e+000	0.000000e+000
1.510906576220158e-005	3.587714e+000	0.000000e+000
1.511087094852686e-005	3.512583e+000	0.000000e+000
1.511272554332829e-005	3.438009e+000	0.000000e+000
1.511526777145223e-005	3.339278e+000	0.000000e+000
1.511805450172426e-005	3.234967e+000	0.000000e+000
1.512214646753366e-005	3.089832e+000	0.000000e+000
1.513033039915244e-005	2.824332e+000	0.000000e+000
1.514487581026854e-005	2.412165e+000	0.000000e+000
1.516258145409677e-005	1.993780e+000	0.000000e+000
1.518211270409677e-005	1.611289e+000	0.000000e+000
1.520164395409677e-005	1.261462e+000	0.000000e+000
1.521319652152226e-005	1.039584e+000	0.000000e+000
1.522781473294594e-005	7.337449e-001	0.000000e+000
1.524363652130625e-005	4.124714e-001	0.000000e+000
1.525911320869690e-005	1.444640e-001	0.000000e+000
1.526566852500417e-005	7.083931e-002	0.000000e+000
1.527057331514838e-005	4.681585e-002	0.000000e+000
1.527514004005277e-005	3.820880e-002	0.000000e+000
1.527869818997536e-005	3.518131e-002	0.000000e+000
1.528277351850984e-005	3.332952e-002	0.000000e+000
1.528741528150360e-005	3.198972e-002	0.000000e+000
1.529415166847971e-005	3.062557e-002	0.000000e+000
1.530238618431229e-005	2.936077e-002	0.000000e+000
1.531547734226059e-005	2.783635e-002	0.000000e+000
1.533436661378414e-005	2.628696e-002	0.000000e+000
1.535389786378415e-005	2.535407e-002	0.000000e+000
1.537342911378415e-005	2.504456e-002	0.000000e+000
1.539296036378414e-005	2.527153e-002	0.000000e+000
1.541249161378414e-005	2.597575e-002	0.000000e+000
1.543202286378415e-005	2.713160e-002	0.000000e+000
1.545155411378415e-005	2.874991e-002	0.000000e+000
1.547108536378414e-005	3.088076e-002	0.000000e+000
1.549061661378414e-005	3.362614e-002	0.000000e+000
1.551014786378415e-005	3.715882e-002	0.000000e+000
1.552967911378415e-005	4.176447e-002	0.000000e+000
1.554921036378415e-005	4.790881e-002	0.000000e+000
1.556874161378414e-005	5.635308e-002	0.000000e+000
1.558827286378415e-005	6.827381e-002	0.000000e+000
1.560780411378415e-005	8.520982e-002	0.000000e+000
1.562733536378415e-005	1.085449e-001	0.000000e+000
1.564686661378414e-005	1.386234e-001	0.000000e+000
1.566639786378414e-005	1.743227e-001	0.000000e+000
